,combination,count,hero1_id,hero2_id,hero1_name,hero2_name
3505,"[6, 30]",6,6,30,Drow Ranger,Witch Doctor
1831,"[107, 119]",2,107,119,Earth Spirit,Dark Willow
1106,"[107, 120]",1,107,120,Earth Spirit,Pangolier
2444,"[107, 110]",3,107,110,Earth Spirit,Phoenix
2824,"[107, 109]",4,107,109,Earth Spirit,Terrorblade
1111,"[107, 108]",1,107,108,Earth Spirit,Underlord
3249,"[107, 112]",5,107,112,Earth Spirit,Winter Wyvern
1308,"[7, 102]",2,7,102,Earthshaker,Abaddon
1699,"[7, 73]",2,7,73,Earthshaker,Alchemist
2655,"[7, 68]",4,7,68,Earthshaker,Ancient Apparition
1669,"[7, 113]",2,7,113,Earthshaker,Arc Warden
3165,"[7, 65]",5,7,65,Earthshaker,Batrider
1633,"[7, 38]",2,7,38,Earthshaker,Beastmaster
1156,"[7, 61]",1,7,61,Earthshaker,Broodmother
1128,"[7, 81]",1,7,81,Earthshaker,Chaos Knight
1662,"[7, 66]",2,7,66,Earthshaker,Chen
4000,"[7, 56]",11,7,56,Earthshaker,Clinkz
1152,"[7, 55]",1,7,55,Earthshaker,Dark Seer
1251,"[7, 119]",1,7,119,Earthshaker,Dark Willow
1638,"[7, 43]",2,7,43,Earthshaker,Death Prophet
2612,"[7, 87]",3,7,87,Earthshaker,Disruptor
1166,"[7, 69]",1,7,69,Earthshaker,Doom
2167,"[7, 49]",3,7,49,Earthshaker,Dragon Knight
1305,"[7, 106]",2,7,106,Earthshaker,Ember Spirit
3765,"[7, 58]",8,7,58,Earthshaker,Enchantress
2143,"[7, 33]",3,7,33,Earthshaker,Enigma
2179,"[7, 41]",3,7,41,Earthshaker,Faceless Void
1124,"[7, 72]",1,7,72,Earthshaker,Gyrocopter
2127,"[7, 59]",3,7,59,Earthshaker,Huskar
2609,"[7, 74]",3,7,74,Earthshaker,Invoker
2116,"[7, 64]",3,7,64,Earthshaker,Jakiro
1200,"[7, 8]",1,7,8,Earthshaker,Juggernaut
3292,"[7, 23]",5,7,23,Earthshaker,Kunkka
1255,"[7, 104]",1,7,104,Earthshaker,Legion Commander
1645,"[7, 52]",2,7,52,Earthshaker,Leshrac
1665,"[7, 31]",2,7,31,Earthshaker,Lich
3547,"[7, 54]",7,7,54,Earthshaker,Lifestealer
3933,"[7, 25]",10,7,25,Earthshaker,Lina
1644,"[7, 48]",2,7,48,Earthshaker,Luna
2646,"[7, 77]",4,7,77,Earthshaker,Lycan
1744,"[7, 94]",2,7,94,Earthshaker,Medusa
1142,"[7, 82]",1,7,82,Earthshaker,Meepo
3373,"[7, 9]",6,7,9,Earthshaker,Mirana
2674,"[7, 114]",4,7,114,Earthshaker,Monkey King
2715,"[7, 10]",4,7,10,Earthshaker,Morphling
4005,"[7, 53]",11,7,53,Earthshaker,Nature's Prophet
3998,"[7, 36]",11,7,36,Earthshaker,Necrophos
2134,"[7, 57]",3,7,57,Earthshaker,Omniknight
1491,"[7, 111]",2,7,111,Earthshaker,Oracle
2619,"[7, 76]",3,7,76,Earthshaker,Outworld Devourer
1681,"[7, 120]",2,7,120,Earthshaker,Pangolier
1272,"[7, 44]",1,7,44,Earthshaker,Phantom Assassin
2686,"[7, 12]",4,7,12,Earthshaker,Phantom Lancer
1311,"[7, 110]",2,7,110,Earthshaker,Phoenix
1260,"[7, 13]",1,7,13,Earthshaker,Puck
3366,"[7, 45]",6,7,45,Earthshaker,Pugna
1228,"[7, 15]",1,7,15,Earthshaker,Razor
2709,"[7, 86]",4,7,86,Earthshaker,Rubick
1677,"[7, 11]",2,7,11,Earthshaker,Shadow Fiend
1233,"[7, 27]",1,7,27,Earthshaker,Shadow Shaman
4078,"[7, 75]",14,7,75,Earthshaker,Silencer
1239,"[7, 28]",1,7,28,Earthshaker,Slardar
3663,"[7, 67]",7,7,67,Earthshaker,Spectre
3152,"[7, 17]",5,7,17,Earthshaker,Storm Spirit
1231,"[7, 18]",1,7,18,Earthshaker,Sven
2640,"[7, 46]",4,7,46,Earthshaker,Templar Assassin
3540,"[7, 109]",7,7,109,Earthshaker,Terrorblade
1684,"[7, 29]",2,7,29,Earthshaker,Tidehunter
1194,"[7, 98]",1,7,98,Earthshaker,Timbersaw
1243,"[7, 34]",1,7,34,Earthshaker,Tinker
3573,"[7, 19]",7,7,19,Earthshaker,Tiny
1198,"[7, 83]",1,7,83,Earthshaker,Treant Protector
1748,"[7, 95]",2,7,95,Earthshaker,Troll Warlord
3162,"[7, 108]",5,7,108,Earthshaker,Underlord
2671,"[7, 85]",4,7,85,Earthshaker,Undying
2661,"[7, 70]",4,7,70,Earthshaker,Ursa
3149,"[7, 20]",5,7,20,Earthshaker,Vengeful Spirit
1635,"[7, 40]",2,7,40,Earthshaker,Venomancer
1201,"[7, 92]",1,7,92,Earthshaker,Visage
2140,"[7, 37]",3,7,37,Earthshaker,Warlock
3604,"[7, 63]",7,7,63,Earthshaker,Weaver
2144,"[7, 21]",3,7,21,Earthshaker,Windranger
3521,"[7, 112]",7,7,112,Earthshaker,Winter Wyvern
2720,"[7, 30]",4,7,30,Earthshaker,Witch Doctor
2509,"[103, 113]",3,103,113,Elder Titan,Arc Warden
1077,"[103, 119]",1,103,119,Elder Titan,Dark Willow
3225,"[103, 106]",5,103,106,Elder Titan,Ember Spirit
2523,"[103, 104]",3,103,104,Elder Titan,Legion Commander
2651,"[103, 114]",4,103,114,Elder Titan,Monkey King
2049,"[103, 111]",2,103,111,Elder Titan,Oracle
1076,"[103, 120]",1,103,120,Elder Titan,Pangolier
1081,"[103, 110]",1,103,110,Elder Titan,Phoenix
2048,"[103, 109]",2,103,109,Elder Titan,Terrorblade
3223,"[103, 108]",5,103,108,Elder Titan,Underlord
2051,"[103, 112]",2,103,112,Elder Titan,Winter Wyvern
1113,"[106, 113]",1,106,113,Ember Spirit,Arc Warden
1112,"[106, 119]",1,106,119,Ember Spirit,Dark Willow
2491,"[106, 107]",3,106,107,Ember Spirit,Earth Spirit
2816,"[106, 114]",4,106,114,Ember Spirit,Monkey King
2066,"[106, 111]",2,106,111,Ember Spirit,Oracle
2505,"[106, 120]",3,106,120,Ember Spirit,Pangolier
2067,"[106, 110]",2,106,110,Ember Spirit,Phoenix
3432,"[106, 108]",6,106,108,Ember Spirit,Underlord
3214,"[106, 112]",5,106,112,Ember Spirit,Winter Wyvern
1743,"[58, 68]",2,58,68,Enchantress,Ancient Apparition
295,"[58, 78]",1,58,78,Enchantress,Brewmaster
297,"[58, 81]",1,58,81,Enchantress,Chaos Knight
291,"[58, 66]",1,58,66,Enchantress,Chen
1751,"[58, 119]",2,58,119,Enchantress,Dark Willow
2198,"[58, 107]",3,58,107,Enchantress,Earth Spirit
285,"[58, 103]",1,58,103,Enchantress,Elder Titan
286,"[58, 106]",1,58,106,Enchantress,Ember Spirit
2641,"[58, 72]",4,58,72,Enchantress,Gyrocopter
1750,"[58, 59]",2,58,59,Enchantress,Huskar
293,"[58, 74]",1,58,74,Enchantress,Invoker
2193,"[58, 91]",3,58,91,Enchantress,Io
1746,"[58, 64]",2,58,64,Enchantress,Jakiro
296,"[58, 80]",1,58,80,Enchantress,Lone Druid
289,"[58, 114]",1,58,114,Enchantress,Monkey King
1737,"[58, 88]",2,58,88,Enchantress,Nyx Assassin
1740,"[58, 84]",2,58,84,Enchantress,Ogre Magi
1752,"[58, 111]",2,58,111,Enchantress,Oracle
294,"[58, 76]",1,58,76,Enchantress,Outworld Devourer
3210,"[58, 110]",5,58,110,Enchantress,Phoenix
2195,"[58, 86]",3,58,86,Enchantress,Rubick
2723,"[58, 67]",4,58,67,Enchantress,Spectre
292,"[58, 71]",1,58,71,Enchantress,Spirit Breaker
287,"[58, 109]",1,58,109,Enchantress,Terrorblade
300,"[58, 95]",1,58,95,Enchantress,Troll Warlord
3426,"[58, 100]",6,58,100,Enchantress,Tusk
298,"[58, 92]",1,58,92,Enchantress,Visage
1749,"[58, 63]",2,58,63,Enchantress,Weaver
288,"[58, 112]",1,58,112,Enchantress,Winter Wyvern
544,"[33, 38]",1,33,38,Enigma,Beastmaster
2496,"[33, 56]",3,33,56,Enigma,Clinkz
2071,"[33, 51]",2,33,51,Enigma,Clockwerk
2054,"[33, 119]",2,33,119,Enigma,Dark Willow
530,"[33, 43]",1,33,43,Enigma,Death Prophet
2956,"[33, 87]",4,33,87,Enigma,Disruptor
523,"[33, 69]",1,33,69,Enigma,Doom
529,"[33, 49]",1,33,49,Enigma,Dragon Knight
399,"[33, 107]",1,33,107,Enigma,Earth Spirit
2079,"[33, 106]",2,33,106,Enigma,Ember Spirit
2964,"[33, 72]",4,33,72,Enigma,Gyrocopter
525,"[33, 59]",1,33,59,Enigma,Huskar
2963,"[33, 74]",4,33,74,Enigma,Invoker
2070,"[33, 91]",2,33,91,Enigma,Io
513,"[33, 90]",1,33,90,Enigma,Keeper of the Light
528,"[33, 52]",1,33,52,Enigma,Leshrac
2075,"[33, 80]",2,33,80,Enigma,Lone Druid
2960,"[33, 77]",4,33,77,Enigma,Lycan
2096,"[33, 94]",2,33,94,Enigma,Medusa
396,"[33, 114]",1,33,114,Enigma,Monkey King
514,"[33, 89]",1,33,89,Enigma,Naga Siren
527,"[33, 53]",1,33,53,Enigma,Nature's Prophet
2500,"[33, 36]",3,33,36,Enigma,Necrophos
524,"[33, 60]",1,33,60,Enigma,Night Stalker
515,"[33, 88]",1,33,88,Enigma,Nyx Assassin
2050,"[33, 110]",2,33,110,Enigma,Phoenix
517,"[33, 86]",1,33,86,Enigma,Rubick
2961,"[33, 75]",4,33,75,Enigma,Silencer
2504,"[33, 101]",3,33,101,Enigma,Skywrath Mage
532,"[33, 93]",1,33,93,Enigma,Slark
521,"[33, 71]",1,33,71,Enigma,Spirit Breaker
2499,"[33, 46]",3,33,46,Enigma,Templar Assassin
2047,"[33, 109]",2,33,109,Enigma,Terrorblade
533,"[33, 95]",1,33,95,Enigma,Troll Warlord
2086,"[33, 100]",2,33,100,Enigma,Tusk
2062,"[33, 85]",2,33,85,Enigma,Undying
2965,"[33, 70]",4,33,70,Enigma,Ursa
2954,"[33, 92]",4,33,92,Enigma,Visage
464,"[33, 37]",1,33,37,Enigma,Warlock
2967,"[33, 63]",4,33,63,Enigma,Weaver
3386,"[33, 112]",6,33,112,Enigma,Winter Wyvern
465,"[33, 42]",1,33,42,Enigma,Wraith King
1331,"[41, 102]",2,41,102,Faceless Void,Abaddon
3729,"[41, 68]",8,41,68,Faceless Void,Ancient Apparition
1312,"[41, 65]",2,41,65,Faceless Void,Batrider
1315,"[41, 62]",2,41,62,Faceless Void,Bounty Hunter
3083,"[41, 78]",5,41,78,Faceless Void,Brewmaster
685,"[41, 61]",1,41,61,Faceless Void,Broodmother
681,"[41, 56]",1,41,56,Faceless Void,Clinkz
3107,"[41, 51]",5,41,51,Faceless Void,Clockwerk
680,"[41, 55]",1,41,55,Faceless Void,Dark Seer
1324,"[41, 119]",2,41,119,Faceless Void,Dark Willow
3527,"[41, 43]",7,41,43,Faceless Void,Death Prophet
3702,"[41, 87]",8,41,87,Faceless Void,Disruptor
1304,"[41, 69]",2,41,69,Faceless Void,Doom
3110,"[41, 49]",5,41,49,Faceless Void,Dragon Knight
2402,"[41, 107]",3,41,107,Faceless Void,Earth Spirit
3723,"[41, 103]",8,41,103,Faceless Void,Elder Titan
2401,"[41, 106]",3,41,106,Faceless Void,Ember Spirit
2412,"[41, 72]",3,41,72,Faceless Void,Gyrocopter
684,"[41, 59]",1,41,59,Faceless Void,Huskar
2413,"[41, 74]",3,41,74,Faceless Void,Invoker
674,"[41, 91]",1,41,91,Faceless Void,Io
3931,"[41, 64]",10,41,64,Faceless Void,Jakiro
693,"[41, 90]",1,41,90,Faceless Void,Keeper of the Light
3705,"[41, 52]",8,41,52,Faceless Void,Leshrac
1291,"[41, 97]",2,41,97,Faceless Void,Magnus
3701,"[41, 89]",8,41,89,Faceless Void,Naga Siren
679,"[41, 53]",1,41,53,Faceless Void,Nature's Prophet
3934,"[41, 60]",10,41,60,Faceless Void,Night Stalker
691,"[41, 88]",1,41,88,Faceless Void,Nyx Assassin
683,"[41, 57]",1,41,57,Faceless Void,Omniknight
675,"[41, 111]",1,41,111,Faceless Void,Oracle
3722,"[41, 76]",8,41,76,Faceless Void,Outworld Devourer
677,"[41, 120]",1,41,120,Faceless Void,Pangolier
1328,"[41, 110]",2,41,110,Faceless Void,Phoenix
3001,"[41, 45]",4,41,45,Faceless Void,Pugna
2415,"[41, 86]",3,41,86,Faceless Void,Rubick
3072,"[41, 79]",5,41,79,Faceless Void,Shadow Demon
2949,"[41, 75]",4,41,75,Faceless Void,Silencer
3942,"[41, 101]",10,41,101,Faceless Void,Skywrath Mage
689,"[41, 71]",1,41,71,Faceless Void,Spirit Breaker
1358,"[41, 46]",2,41,46,Faceless Void,Templar Assassin
3378,"[41, 100]",6,41,100,Faceless Void,Tusk
3520,"[41, 108]",7,41,108,Faceless Void,Underlord
690,"[41, 85]",1,41,85,Faceless Void,Undying
3085,"[41, 47]",5,41,47,Faceless Void,Viper
1288,"[41, 92]",2,41,92,Faceless Void,Visage
676,"[41, 112]",1,41,112,Faceless Void,Winter Wyvern
678,"[41, 42]",1,41,42,Faceless Void,Wraith King
3343,"[72, 102]",6,72,102,Gyrocopter,Abaddon
2565,"[72, 73]",3,72,73,Gyrocopter,Alchemist
3999,"[72, 78]",11,72,78,Gyrocopter,Brewmaster
1132,"[72, 99]",1,72,99,Gyrocopter,Bristleback
1140,"[72, 96]",1,72,96,Gyrocopter,Centaur Warrunner
2587,"[72, 81]",3,72,81,Gyrocopter,Chaos Knight
3193,"[72, 119]",5,72,119,Gyrocopter,Dark Willow
4190,"[72, 87]",27,72,87,Gyrocopter,Disruptor
2718,"[72, 107]",4,72,107,Gyrocopter,Earth Spirit
3777,"[72, 103]",8,72,103,Gyrocopter,Elder Titan
4128,"[72, 106]",16,72,106,Gyrocopter,Ember Spirit
1593,"[72, 74]",2,72,74,Gyrocopter,Invoker
4195,"[72, 91]",35,72,91,Gyrocopter,Io
2652,"[72, 90]",4,72,90,Gyrocopter,Keeper of the Light
2699,"[72, 104]",4,72,104,Gyrocopter,Legion Commander
1529,"[72, 80]",2,72,80,Gyrocopter,Lone Druid
3650,"[72, 77]",7,72,77,Gyrocopter,Lycan
1133,"[72, 97]",1,72,97,Gyrocopter,Magnus
3733,"[72, 94]",8,72,94,Gyrocopter,Medusa
1530,"[72, 82]",2,72,82,Gyrocopter,Meepo
4152,"[72, 89]",17,72,89,Gyrocopter,Naga Siren
3963,"[72, 88]",11,72,88,Gyrocopter,Nyx Assassin
2649,"[72, 84]",4,72,84,Gyrocopter,Ogre Magi
3192,"[72, 111]",5,72,111,Gyrocopter,Oracle
1527,"[72, 76]",2,72,76,Gyrocopter,Outworld Devourer
2708,"[72, 120]",4,72,120,Gyrocopter,Pangolier
2535,"[72, 110]",3,72,110,Gyrocopter,Phoenix
4050,"[72, 86]",13,72,86,Gyrocopter,Rubick
1528,"[72, 79]",2,72,79,Gyrocopter,Shadow Demon
1526,"[72, 75]",2,72,75,Gyrocopter,Silencer
3342,"[72, 101]",6,72,101,Gyrocopter,Skywrath Mage
1531,"[72, 93]",2,72,93,Gyrocopter,Slark
2584,"[72, 98]",3,72,98,Gyrocopter,Timbersaw
4144,"[72, 100]",17,72,100,Gyrocopter,Tusk
3809,"[72, 108]",9,72,108,Gyrocopter,Underlord
4055,"[72, 85]",13,72,85,Gyrocopter,Undying
2669,"[72, 92]",4,72,92,Gyrocopter,Visage
1199,"[72, 112]",1,72,112,Gyrocopter,Winter Wyvern
353,"[59, 65]",1,59,65,Huskar,Batrider
351,"[59, 62]",1,59,62,Huskar,Bounty Hunter
2223,"[59, 78]",3,59,78,Huskar,Brewmaster
1641,"[59, 66]",2,59,66,Huskar,Chen
2188,"[59, 119]",3,59,119,Huskar,Dark Willow
355,"[59, 69]",1,59,69,Huskar,Doom
324,"[59, 103]",1,59,103,Huskar,Elder Titan
1653,"[59, 106]",2,59,106,Huskar,Ember Spirit
1664,"[59, 91]",2,59,91,Huskar,Io
325,"[59, 104]",1,59,104,Huskar,Legion Commander
359,"[59, 80]",1,59,80,Huskar,Lone Druid
357,"[59, 77]",1,59,77,Huskar,Lycan
360,"[59, 89]",1,59,89,Huskar,Naga Siren
2190,"[59, 111]",3,59,111,Huskar,Oracle
2222,"[59, 86]",3,59,86,Huskar,Rubick
2224,"[59, 75]",3,59,75,Huskar,Silencer
1640,"[59, 67]",2,59,67,Huskar,Spectre
1632,"[59, 83]",2,59,83,Huskar,Treant Protector
1733,"[59, 100]",2,59,100,Huskar,Tusk
1490,"[59, 85]",2,59,85,Huskar,Undying
2203,"[59, 70]",3,59,70,Huskar,Ursa
361,"[59, 92]",1,59,92,Huskar,Visage
352,"[59, 63]",1,59,63,Huskar,Weaver
1656,"[59, 112]",2,59,112,Huskar,Winter Wyvern
1164,"[74, 113]",1,74,113,Invoker,Arc Warden
1493,"[74, 78]",2,74,78,Invoker,Brewmaster
1220,"[74, 99]",1,74,99,Invoker,Bristleback
1160,"[74, 119]",1,74,119,Invoker,Dark Willow
1146,"[74, 87]",1,74,87,Invoker,Disruptor
1544,"[74, 107]",2,74,107,Invoker,Earth Spirit
1144,"[74, 103]",1,74,103,Invoker,Elder Titan
1545,"[74, 106]",2,74,106,Invoker,Ember Spirit
2575,"[74, 91]",3,74,91,Invoker,Io
1165,"[74, 104]",1,74,104,Invoker,Legion Commander
1509,"[74, 97]",2,74,97,Invoker,Magnus
1508,"[74, 89]",2,74,89,Invoker,Naga Siren
2823,"[74, 88]",4,74,88,Invoker,Nyx Assassin
1497,"[74, 84]",2,74,84,Invoker,Ogre Magi
1157,"[74, 76]",1,74,76,Invoker,Outworld Devourer
1158,"[74, 120]",1,74,120,Invoker,Pangolier
2569,"[74, 110]",3,74,110,Invoker,Phoenix
1500,"[74, 86]",2,74,86,Invoker,Rubick
2599,"[74, 75]",3,74,75,Invoker,Silencer
1547,"[74, 101]",2,74,101,Invoker,Skywrath Mage
2549,"[74, 83]",3,74,83,Invoker,Treant Protector
2570,"[74, 108]",3,74,108,Invoker,Underlord
1498,"[74, 85]",2,74,85,Invoker,Undying
2568,"[74, 112]",3,74,112,Invoker,Winter Wyvern
2697,"[91, 102]",4,91,102,Io,Abaddon
2683,"[91, 96]",4,91,96,Io,Centaur Warrunner
3743,"[91, 106]",8,91,106,Io,Ember Spirit
2512,"[91, 104]",3,91,104,Io,Legion Commander
968,"[91, 94]",1,91,94,Io,Medusa
967,"[91, 114]",1,91,114,Io,Monkey King
2462,"[91, 111]",3,91,111,Io,Oracle
2461,"[91, 120]",3,91,120,Io,Pangolier
1429,"[91, 101]",2,91,101,Io,Skywrath Mage
3283,"[91, 93]",5,91,93,Io,Slark
1486,"[91, 98]",2,91,98,Io,Timbersaw
1487,"[91, 95]",2,91,95,Io,Troll Warlord
1427,"[91, 108]",2,91,108,Io,Underlord
1458,"[91, 92]",2,91,92,Io,Visage
966,"[91, 112]",1,91,112,Io,Winter Wyvern
241,"[64, 73]",1,64,73,Jakiro,Alchemist
1415,"[64, 68]",2,64,68,Jakiro,Ancient Apparition
1417,"[64, 65]",2,64,65,Jakiro,Batrider
3476,"[64, 78]",6,64,78,Jakiro,Brewmaster
249,"[64, 99]",1,64,99,Jakiro,Bristleback
247,"[64, 96]",1,64,96,Jakiro,Centaur Warrunner
239,"[64, 66]",1,64,66,Jakiro,Chen
1419,"[64, 119]",2,64,119,Jakiro,Dark Willow
3992,"[64, 69]",11,64,69,Jakiro,Doom
2787,"[64, 107]",4,64,107,Jakiro,Earth Spirit
235,"[64, 103]",1,64,103,Jakiro,Elder Titan
3944,"[64, 106]",10,64,106,Jakiro,Ember Spirit
3997,"[64, 72]",11,64,72,Jakiro,Gyrocopter
242,"[64, 74]",1,64,74,Jakiro,Invoker
2778,"[64, 91]",4,64,91,Jakiro,Io
2272,"[64, 104]",3,64,104,Jakiro,Legion Commander
1412,"[64, 80]",2,64,80,Jakiro,Lone Druid
4127,"[64, 77]",16,64,77,Jakiro,Lycan
1405,"[64, 97]",2,64,97,Jakiro,Magnus
1406,"[64, 94]",2,64,94,Jakiro,Medusa
237,"[64, 114]",1,64,114,Jakiro,Monkey King
4196,"[64, 89]",36,64,89,Jakiro,Naga Siren
3860,"[64, 88]",9,64,88,Jakiro,Nyx Assassin
244,"[64, 84]",1,64,84,Jakiro,Ogre Magi
1421,"[64, 111]",2,64,111,Jakiro,Oracle
2289,"[64, 76]",3,64,76,Jakiro,Outworld Devourer
2790,"[64, 120]",4,64,120,Jakiro,Pangolier
2308,"[64, 79]",3,64,79,Jakiro,Shadow Demon
2273,"[64, 101]",3,64,101,Jakiro,Skywrath Mage
3938,"[64, 93]",10,64,93,Jakiro,Slark
3707,"[64, 67]",8,64,67,Jakiro,Spectre
240,"[64, 71]",1,64,71,Jakiro,Spirit Breaker
1394,"[64, 109]",2,64,109,Jakiro,Terrorblade
2765,"[64, 98]",4,64,98,Jakiro,Timbersaw
243,"[64, 83]",1,64,83,Jakiro,Treant Protector
2764,"[64, 95]",4,64,95,Jakiro,Troll Warlord
4007,"[64, 100]",12,64,100,Jakiro,Tusk
3097,"[64, 108]",5,64,108,Jakiro,Underlord
2786,"[64, 85]",4,64,85,Jakiro,Undying
3106,"[64, 92]",5,64,92,Jakiro,Visage
1499,"[8, 102]",2,8,102,Juggernaut,Abaddon
746,"[8, 65]",1,8,65,Juggernaut,Batrider
2409,"[8, 38]",3,8,38,Juggernaut,Beastmaster
2785,"[8, 62]",4,8,62,Juggernaut,Bounty Hunter
745,"[8, 61]",1,8,61,Juggernaut,Broodmother
766,"[8, 56]",1,8,56,Juggernaut,Clinkz
786,"[8, 55]",1,8,55,Juggernaut,Dark Seer
2779,"[8, 43]",4,8,43,Juggernaut,Death Prophet
1714,"[8, 87]",2,8,87,Juggernaut,Disruptor
1728,"[8, 69]",2,8,69,Juggernaut,Doom
1720,"[8, 49]",2,8,49,Juggernaut,Dragon Knight
906,"[8, 107]",1,8,107,Juggernaut,Earth Spirit
926,"[8, 103]",1,8,103,Juggernaut,Elder Titan
907,"[8, 106]",1,8,106,Juggernaut,Ember Spirit
1729,"[8, 72]",2,8,72,Juggernaut,Gyrocopter
747,"[8, 74]",1,8,74,Juggernaut,Invoker
2784,"[8, 64]",4,8,64,Juggernaut,Jakiro
1548,"[8, 23]",2,8,23,Juggernaut,Kunkka
2789,"[8, 52]",4,8,52,Juggernaut,Leshrac
897,"[8, 25]",1,8,25,Juggernaut,Lina
899,"[8, 26]",1,8,26,Juggernaut,Lion
1731,"[8, 77]",2,8,77,Juggernaut,Lycan
3710,"[8, 97]",8,8,97,Juggernaut,Magnus
755,"[8, 9]",1,8,9,Juggernaut,Mirana
888,"[8, 114]",1,8,114,Juggernaut,Monkey King
1712,"[8, 89]",2,8,89,Juggernaut,Naga Siren
785,"[8, 53]",1,8,53,Juggernaut,Nature's Prophet
823,"[8, 36]",1,8,36,Juggernaut,Necrophos
2405,"[8, 60]",3,8,60,Juggernaut,Night Stalker
751,"[8, 88]",1,8,88,Juggernaut,Nyx Assassin
1732,"[8, 57]",2,8,57,Juggernaut,Omniknight
904,"[8, 111]",1,8,111,Juggernaut,Oracle
2782,"[8, 76]",4,8,76,Juggernaut,Outworld Devourer
892,"[8, 120]",1,8,120,Juggernaut,Pangolier
905,"[8, 110]",1,8,110,Juggernaut,Phoenix
773,"[8, 45]",1,8,45,Juggernaut,Pugna
1535,"[8, 39]",2,8,39,Juggernaut,Queen of Pain
3119,"[8, 86]",5,8,86,Juggernaut,Rubick
3419,"[8, 16]",6,8,16,Juggernaut,Sand King
748,"[8, 79]",1,8,79,Juggernaut,Shadow Demon
901,"[8, 27]",1,8,27,Juggernaut,Shadow Shaman
1502,"[8, 101]",2,8,101,Juggernaut,Skywrath Mage
902,"[8, 28]",1,8,28,Juggernaut,Slardar
779,"[8, 46]",1,8,46,Juggernaut,Templar Assassin
836,"[8, 29]",1,8,29,Juggernaut,Tidehunter
754,"[8, 98]",1,8,98,Juggernaut,Timbersaw
1546,"[8, 19]",2,8,19,Juggernaut,Tiny
3683,"[8, 100]",8,8,100,Juggernaut,Tusk
2416,"[8, 108]",3,8,108,Juggernaut,Underlord
750,"[8, 85]",1,8,85,Juggernaut,Undying
893,"[8, 20]",1,8,20,Juggernaut,Vengeful Spirit
772,"[8, 40]",1,8,40,Juggernaut,Venomancer
783,"[8, 47]",1,8,47,Juggernaut,Viper
753,"[8, 92]",1,8,92,Juggernaut,Visage
1538,"[8, 37]",2,8,37,Juggernaut,Warlock
896,"[8, 21]",1,8,21,Juggernaut,Windranger
1492,"[8, 112]",2,8,112,Juggernaut,Winter Wyvern
3060,"[8, 30]",5,8,30,Juggernaut,Witch Doctor
3278,"[90, 99]",5,90,99,Keeper of the Light,Bristleback
961,"[90, 119]",1,90,119,Keeper of the Light,Dark Willow
958,"[90, 103]",1,90,103,Keeper of the Light,Elder Titan
960,"[90, 109]",1,90,109,Keeper of the Light,Terrorblade
964,"[90, 95]",1,90,95,Keeper of the Light,Troll Warlord
2514,"[90, 100]",3,90,100,Keeper of the Light,Tusk
959,"[90, 108]",1,90,108,Keeper of the Light,Underlord
963,"[90, 92]",1,90,92,Keeper of the Light,Visage
13,"[23, 102]",1,23,102,Kunkka,Abaddon
30,"[23, 73]",1,23,73,Kunkka,Alchemist
32,"[23, 68]",1,23,68,Kunkka,Ancient Apparition
3028,"[23, 65]",4,23,65,Kunkka,Batrider
3959,"[23, 38]",11,23,38,Kunkka,Beastmaster
2099,"[23, 62]",2,23,62,Kunkka,Bounty Hunter
2923,"[23, 78]",4,23,78,Kunkka,Brewmaster
2216,"[23, 61]",3,23,61,Kunkka,Broodmother
3027,"[23, 66]",4,23,66,Kunkka,Chen
39,"[23, 56]",1,23,56,Kunkka,Clinkz
3760,"[23, 51]",8,23,51,Kunkka,Clockwerk
40,"[23, 55]",1,23,55,Kunkka,Dark Seer
3048,"[23, 119]",4,23,119,Kunkka,Dark Willow
3646,"[23, 43]",7,23,43,Kunkka,Death Prophet
3800,"[23, 87]",8,23,87,Kunkka,Disruptor
3840,"[23, 69]",9,23,69,Kunkka,Doom
2085,"[23, 49]",2,23,49,Kunkka,Dragon Knight
3404,"[23, 103]",6,23,103,Kunkka,Elder Titan
12,"[23, 106]",1,23,106,Kunkka,Ember Spirit
3035,"[23, 58]",4,23,58,Kunkka,Enchantress
4,"[23, 33]",1,23,33,Kunkka,Enigma
3207,"[23, 41]",5,23,41,Kunkka,Faceless Void
3454,"[23, 72]",6,23,72,Kunkka,Gyrocopter
37,"[23, 59]",1,23,59,Kunkka,Huskar
29,"[23, 74]",1,23,74,Kunkka,Invoker
2919,"[23, 91]",4,23,91,Kunkka,Io
3756,"[23, 64]",8,23,64,Kunkka,Jakiro
3034,"[23, 104]",4,23,104,Kunkka,Legion Commander
3517,"[23, 52]",6,23,52,Kunkka,Leshrac
3492,"[23, 54]",6,23,54,Kunkka,Lifestealer
7,"[23, 25]",1,23,25,Kunkka,Lina
2250,"[23, 26]",3,23,26,Kunkka,Lion
1850,"[23, 80]",2,23,80,Kunkka,Lone Druid
3147,"[23, 48]",5,23,48,Kunkka,Luna
3475,"[23, 77]",6,23,77,Kunkka,Lycan
1791,"[23, 97]",2,23,97,Kunkka,Magnus
158,"[23, 94]",1,23,94,Kunkka,Medusa
1995,"[23, 114]",2,23,114,Kunkka,Monkey King
3525,"[23, 89]",7,23,89,Kunkka,Naga Siren
3057,"[23, 53]",4,23,53,Kunkka,Nature's Prophet
3316,"[23, 60]",5,23,60,Kunkka,Night Stalker
3479,"[23, 88]",6,23,88,Kunkka,Nyx Assassin
